filepath,villagers_dark_age_delta,villagers_feudal_age_delta,villagers_castle_age_delta,villagers_imperial_age_delta,mil_trained_dark_age_delta,mil_trained_feudal_age_delta,mil_trained_castle_age_delta,mil_trained_imperial_age_delta,apm_dark_age_delta,apm_feudal_age_delta,apm_castle_age_delta,apm_imperial_age_delta,gather_point_count_delta,wall_count_delta,move_count_delta,order_count_delta,stance_count_delta,ungarrison_count_delta,first_wall_min_delta,market_min_delta,first_barracks_min_delta,first_stable_min_delta,first_archery_min_delta,blacksmith_min_delta,feudal_min_delta,castle_min_delta,imperial_min_delta,double_bit_axe_min_delta,bow_saw_min_delta,two_man_saw_min_delta,horse_collar_min_delta,heavy_plow_min_delta,crop_rotation_min_delta,gold_mining_min_delta,gold_shafting_mining_min_delta,stone_mining_min_delta,stone_shafting_mining_min_delta,wheelbarrow_min_delta,hand_cart_min_delta,town_watch_min_delta,town_patrol_min_delta,loom_min_delta,forging_min_delta,iron_casting_min_delta,blast_furnace_min_delta,scale_mail_armor_min_delta,chain_mail_armor_min_delta,plate_mail_armor_min_delta,scale_barding_armor_min_delta,chain_barding_armor_min_delta,plate_barding_armor_min_delta,fletching_min_delta,bodkin_arrow_min_delta,bracer_min_delta,padded_archer_armor_min_delta,leather_archer_armor_min_delta,ring_archer_armor_min_delta,bloodlines_min_delta,husbandry_min_delta,thumb_ring_min_delta,parthian_tactics_min_delta,arson_min_delta,gambeson_min_delta,squires_min_delta,chemistry_min_delta,barracks_count_delta,stable_count_delta,archery_count_delta,blacksmith_count_delta,market_count_delta,duration_min,p1_elo,p2_elo,p1_civ,p2_civ,result
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.59747.0 @2024.10.19 175513 (2).aoe2record,33,-43,0,0,23,-17,0,0,597,-727,0,0,-6,34,-12,-71,-25,0,0.2400000000000002,,-4.41,,,,,,,,,,,,,,,,,,,,,-3.19,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,-2,-1,26.19,1723,1776,44,30,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.59747.0 @2024.10.20 161605 (2).aoe2record,-4,-3,16,-53,4,6,79,9,-3,-47,131,-247,-30,-14,35,-89,-15,0,-1.8399999999999999,1.8299999999999983,-2.2,,-0.33999999999999986,-1.1300000000000008,-0.28000000000000025,0.1700000000000017,3.469999999999999,-6.0600000000000005,,,-0.23999999999999844,,,-0.21999999999999886,,,,-6.129999999999999,1.1799999999999997,,,-6.49,-12.420000000000002,,,,,,,,,-1.67,0.14000000000000057,,,,,,,,,,,,,8,-4,-1,0,0,46.69,1738,1790,16,41,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.59747.0 @2024.10.20 164545 (2).aoe2record,4,5,-34,-36,0,7,57,-111,148,344,499,201,18,-7,1337,44,26,0,-2.3899999999999997,5.900000000000002,-0.009999999999999787,,-0.5400000000000009,-2.129999999999999,-0.21000000000000085,1.7399999999999984,3.6699999999999946,0.6699999999999982,,,20.25,,,0.5899999999999999,,,,-6.260000000000002,-2.530000000000001,-29.57,,-0.5100000000000007,,,,,,,,,,-4.389999999999999,2.1999999999999993,-20.82,25.71,,,,,,,,,,0.8599999999999994,-20,-8,8,-1,1,65.1,1740,1772,1,19,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.59747.0 @2024.10.20 193710 (1).aoe2record,7,4,15,0,0,5,50,-1,120,188,142,-9,-12,6,282,64,28,0,-4.5200000000000005,0.3500000000000014,0.6999999999999993,0.0600000000000005,,2.370000000000001,-0.040000000000000036,0.6500000000000021,,,,,,,,1.1999999999999993,,,,-15.669999999999998,,,,0.6499999999999995,0.35999999999999943,1.8399999999999999,,,,,2.900000000000002,12.879999999999995,,,,,,,,,6.579999999999998,,,,,,,-2,2,-2,0,0,35.74,1787,1828,38,2,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.59747.0 @2024.10.20 195957 (2).aoe2record,-5,-3,0,0,4,4,0,0,84,87,0,0,-49,4,328,-29,-35,0,0.8099999999999996,0.129999999999999,-0.3899999999999997,,0.6399999999999988,-2.74,-0.05999999999999961,0.879999999999999,,,,,6.829999999999998,,,,,,,,,,,2.8,,,,,,,,,,3.0100000000000016,,,,,,,,,,,,,,0,0,-1,0,0,23.74,1752,1773,12,29,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.59747.0 @2024.10.20 212143 (2).aoe2record,4,-7,37,22,5,2,-14,22,251,447,353,118,216,-16,896,23,-23,0,,-2.0,-2.3,8.74,-0.46000000000000085,-2.039999999999999,0.009999999999999787,-1.9800000000000004,-1.5100000000000051,-6.040000000000003,,,0.5799999999999983,-8.170000000000002,,,,,,-1.4399999999999977,,,,-0.33999999999999986,,,,,,,,,,-1.9300000000000015,4.850000000000001,,,,,14.849999999999998,-0.6799999999999997,,,,,,,0,0,0,0,0,41.09,1735,1788,30,31,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.61625.0 @2024.10.23 212736 (2).aoe2record,-1,-1,14,-6,0,6,7,-9,5,-15,-23,-52,-8,-7,-25,-113,97,0,-5.27,-7.93,0.7699999999999996,1.1099999999999994,-3.49,1.7799999999999994,1.2300000000000004,1.5199999999999996,3.8500000000000014,-7.399999999999999,,,0.6099999999999994,,,1.8299999999999983,6.669999999999998,,,,,-6.199999999999999,,7.37,,,,,,,-7.760000000000002,-3.9800000000000004,,-1.370000000000001,0.6400000000000006,,,,,,,,,,,,,0,1,-2,0,0,33.89,1929,1814,11,6,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.61625.0 @2024.10.27 194542 (1).aoe2record,4,26,3,0,3,16,-19,2,-129,344,-695,9,-102,-5,-454,-103,37,0,2.96,15.46,,,,3.6899999999999995,-1.25,5.679999999999998,,,,,4.109999999999999,,,,,,,,,,,1.31,,,,,,,,,,-10.14,-1.2199999999999989,,,,,,,,,,,,,2,1,1,0,0,37.7,1835,1861,3,6,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.61625.0 @2024.10.27 204120 (2).aoe2record,4,-8,4,17,3,4,-28,57,127,-57,-6,-207,-47,-26,10,-146,-15,0,-3.0699999999999994,12.66,-3.2600000000000007,6.370000000000001,0.9100000000000001,3.1800000000000015,2.2800000000000002,-0.48999999999999844,-1.4500000000000028,2.66,22.480000000000004,,9.46,,,,,,,,,,,1.1300000000000008,,,,,,,,,,3.4399999999999995,-0.5100000000000016,,,,,,,,,,,,,-1,5,2,0,0,51.23,1817,1852,42,25,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.61625.0 @2024.10.31 152654 (2).aoe2record,-1,2,-9,-116,0,5,83,-138,29,-59,778,-700,59,2,202,8,-39,0,-0.370000000000001,8.879999999999999,0.11999999999999922,-0.08000000000000007,-7.220000000000001,-1.8499999999999996,0.07999999999999918,0.4400000000000013,12.670000000000002,0.5199999999999996,,,7.969999999999999,,,,,,,13.98,,,,7.039999999999999,12.600000000000001,-6.450000000000003,,,,,,,,-6.139999999999997,-15.959999999999997,2.8500000000000014,,,,11.279999999999998,-18.759999999999998,,,,,,,-1,4,-1,0,0,58.09,1800,1866,27,30,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.61625.0 @2024.10.31 205613 (1).aoe2record,1,3,-4,0,-4,-9,0,0,-5,180,-81,0,-12,1,-1,99,-18,0,-5.9,,3.9300000000000006,,-1.1999999999999993,1.0500000000000007,-1.9900000000000002,1.490000000000002,,1.8100000000000005,,,,,,,,,,,,,,-0.41000000000000014,,,,,,,,,,0.9100000000000001,1.4800000000000004,,,,,,,,,,,,,0,1,0,0,1,24.75,1879,1907,20,1,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.61625.0 @2024.10.31 211221 (2).aoe2record,-6,1,-3,6,0,1,-151,21,34,291,78,126,51,11,464,162,-42,0,-1.1900000000000013,-2.139999999999997,-0.020000000000000462,,2.209999999999999,7.220000000000001,-0.35000000000000053,0.490000000000002,,,,,,,,,,,,-12.489999999999998,,,,-0.6800000000000006,7.879999999999999,1.2200000000000024,,,,,,,,9.910000000000002,,,,,,,,,,,,,,-6,6,1,0,1,44.73,1834,1864,2,21,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.61625.0 @2024.10.31 214316 (2).aoe2record,-1,-3,-36,13,0,1,-31,42,66,9,-156,185,-4,0,221,-27,-36,0,2.620000000000001,2.4300000000000015,0.8300000000000001,0.370000000000001,1.0500000000000007,-1.0500000000000007,0.46999999999999975,0.2799999999999976,-3.980000000000004,-3.6899999999999977,,,-0.22999999999999865,,,0.40000000000000213,,,,-9.760000000000002,,,,-0.8799999999999999,,,,,,,,,,0.5300000000000011,0.3200000000000003,,,,,,-3.1799999999999997,,,,,,,-1,1,1,0,0,41.24,1915,1847,10,35,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.61625.0 @2024.11.03 200430 (2).aoe2record,8,6,-40,-32,4,5,9,-28,284,47,375,-17,-32,-1,725,29,147,0,3.120000000000001,-2.2600000000000016,-4.86,,3.0999999999999996,2.280000000000001,2.3500000000000005,1.4600000000000009,2.9299999999999997,1.2600000000000016,-8.280000000000001,,,,,,,,,14.96,,,,2.33,-0.46000000000000085,,,-3.0700000000000003,,,,,,2.2600000000000016,1.4499999999999993,,,,,,,,,,,,,4,-1,-2,1,0,47.59,1826,1834,21,25,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.61625.0 @2024.11.03 203704 (2).aoe2record,-8,4,0,0,0,-1,0,0,-52,50,0,0,-22,-2,123,-62,-21,0,-1.3899999999999997,,,,-0.8499999999999996,-1.1900000000000013,-0.71,,,-3.969999999999999,,,6.15,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,-1,0,1,0,-1,17.13,1794,1818,28,13,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.61625.0 @2024.11.03 204828 (1).aoe2record,0,0,152,-23,0,1,230,-72,-193,-186,614,-757,-61,-3,-746,-71,-26,0,4.12,-0.5000000000000018,-0.39999999999999947,-9.92,1.0600000000000005,0.9100000000000001,-0.5300000000000002,-1.1099999999999994,,,,,3.889999999999999,,,-6.620000000000001,,,,,,,,0.03000000000000025,9.41,,,,,,21.700000000000003,,,-0.5,,,,,,,,,,,,,,6,4,0,0,0,45.21,1801,1854,4,7,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.10863.0 @2025.04.19 141516 (1).aoe2record,-4,-21,3,0,-3,-38,19,0,515,-80,429,0,236,11,275,427,-11,0,-0.11000000000000121,-8.13,,,,-0.040000000000000924,-0.120000000000001,-6.539999999999999,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,-1,-2,-3,0,0,22.93,1771,1726,3,6,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.10863.0 @2025.04.19 163017 (1).aoe2record,-3,12,36,-19,0,-2,-52,-82,-225,-639,-673,-634,-53,16,-884,-40,-1111,0,-0.22000000000000064,-6.27,0.5700000000000003,0.14000000000000057,3.34,-0.8699999999999992,-0.6699999999999999,0.759999999999998,-0.3200000000000003,-15.559999999999995,,,-0.8599999999999994,8.920000000000002,,-1.2100000000000009,,-6.350000000000001,,18.35,2.8599999999999994,,,-0.1899999999999995,11.189999999999998,9.420000000000002,,-0.9399999999999977,,,23.619999999999997,14.170000000000002,,-24.2,-31.830000000000002,,-5.579999999999998,,,23.16,20.14,,,,,,,-5,17,6,0,0,62.51,1789,1817,35,44,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.10863.0 @2025.04.20 222748 (1).aoe2record,-4,9,-33,29,0,7,-39,24,-66,86,-316,72,15,23,-183,36,-111,0,-0.6200000000000001,-22.45,-0.09999999999999964,-7.6800000000000015,1.3399999999999999,2.08,0.13999999999999968,2.6999999999999993,-1.990000000000002,-12.42,,,-9.58,,,2.6900000000000013,,,,8.099999999999998,0.9099999999999966,,,-5.09,-12.249999999999996,2.559999999999995,,,,,,,,-0.23000000000000043,2.4800000000000004,,,,,13.219999999999999,,,,,,,,2,-4,-1,0,0,39.87,1810,1814,6,33,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.10863.0 @2025.04.21 204945 (2).aoe2record,-13,13,-38,10,-4,5,2,-68,-151,53,-271,-177,-88,3,49,-291,-73,0,1.0700000000000003,20.27,0.5599999999999996,-11.899999999999999,2.2200000000000006,0.009999999999999787,-1.5300000000000002,1.2399999999999984,-0.5799999999999983,,,,,,,,,,,7.780000000000005,0.7700000000000031,,,-1.29,3.240000000000002,-0.45000000000000284,0.4200000000000017,-1.8000000000000043,-6.25,-0.7100000000000009,-19.28,-19.46,,4.489999999999998,9.34,,8.569999999999997,,,,-15.729999999999997,,,8.580000000000002,5.640000000000001,,,-9,-2,5,1,-1,48.86,1749,1794,2,30,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.12119.0 @2025.05.03 155930 (1).aoe2record,6,-11,-43,0,0,-17,-44,0,-89,-274,-222,0,20,1,-614,11,58,0,-4.4799999999999995,-14.109999999999996,-0.5099999999999998,0.41000000000000014,3.4000000000000004,2.7799999999999994,0.4500000000000002,0.03999999999999915,,,,,0.5199999999999996,,,,,,,1.7899999999999991,,,,0.54,,,,,,,,,,2.1999999999999993,,,,,,,,,,,,,,0,2,-3,0,0,33.28,1823,1869,38,31,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.12119.0 @2025.05.03 165009 (1).aoe2record,-1,14,61,0,0,12,16,0,86,285,-102,0,52,6,-147,85,49,0,-6.12,8.549999999999999,-4.41,,-2.51,3.9300000000000015,-0.16999999999999993,5.48,,,,,,,,,,,,,,,,-1.5500000000000003,,,,,,,,,,1.6699999999999982,,,,,,,,,,,,,,0,0,0,1,1,38.13,1826,1847,3,12,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.16877.0 @2025.08.06 220107 (1).aoe2record,-3,-3,-16,-1,0,0,-8,0,-139,-265,-600,-15,-21,14,-918,-2,-11,0,-21.01,-16.29,24.66,12.8,-2.1899999999999995,-4.649999999999999,0.41999999999999993,2.7399999999999984,,,,,,,,,,,,-4.52,,,,0.6299999999999999,17.469999999999995,,,,,,,,,-1.7100000000000009,,,,,,,,,,,,,,1,-2,0,0,0,37.76,1810,1900,37,53,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.16877.0 @2025.08.06 223506 (1).aoe2record,2,3,-4,-19,0,7,55,-18,-179,-308,72,-170,-21,1,-499,-217,98,0,3.6099999999999994,-16.99,0.16000000000000014,9.59,-26.42,-4.540000000000001,0.33000000000000007,0.4700000000000024,3.6199999999999974,-3.6099999999999994,,,0.1399999999999988,,,-13.329999999999998,,,,-13.0,,-5.810000000000002,,0.3600000000000003,-0.9800000000000004,,,,,,19.21,,,-19.009999999999998,,,,,,9.139999999999997,-6.359999999999996,,,,,,,0,1,0,-1,0,39.21,1798,1804,30,27,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.21943.0 @2025.08.13 014537 (1).aoe2record,6,-3,18,-7,0,-1,11,16,-71,-15,-76,-349,-68,-12,-119,-73,-260,0,4.9799999999999995,3.2900000000000027,-0.33000000000000007,-0.34999999999999964,6.32,0.4800000000000004,-0.33999999999999986,-0.28999999999999915,-0.14999999999999858,,,,0.8900000000000006,3.4299999999999997,,0.5199999999999996,,,,-0.120000000000001,,-14.4,,-0.23999999999999932,-16.59,-0.519999999999996,-3.6099999999999994,,,,-13.159999999999997,-1.3500000000000014,,,,,-1.1200000000000045,,,0.8200000000000003,3.1900000000000013,,,,,,,-4,5,-1,0,1,53.33,1797,1824,23,51,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.21943.0 @2025.08.13 022858 (1).aoe2record,0,3,0,0,1,3,5,0,-133,-253,-366,0,-9,-3,-260,-10,-473,0,-0.4499999999999993,,0.8099999999999987,,0.9800000000000004,-2.889999999999999,0.9500000000000002,1.5200000000000014,,,,,-7.759999999999998,,,,,,,,,,,-0.9000000000000004,,,,,,,,,,-4.199999999999999,,,,,,,,,,,,,,1,-1,-1,0,1,22.78,1782,1887,44,42,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.21943.0 @2025.08.13 024752 (2).aoe2record,18,-17,-84,0,0,9,44,0,119,-318,-598,0,-33,-25,-236,-214,-93,0,0.20999999999999996,6.07,-2.8999999999999995,,-1.2699999999999996,-1.8900000000000006,4.8500000000000005,4.050000000000001,,,,,-10.059999999999995,,,,,,,,,-3.4200000000000017,,1.9800000000000004,8.280000000000001,,,,,,-19.86,,,,,,,,,,,,,,,,,2,1,1,0,0,50.62,1726,1771,29,32,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2025.12.29 021000 (1).aoe2record,-8,-13,0,0,0,-6,0,0,43,-184,36,0,-5,7,-92,35,-2,0,-3.459999999999999,,,,,-2.58,0.4299999999999997,,,,,,,,,,,,,,,,,1.0499999999999998,,,,,,,,,,1.4900000000000002,,,,,,,,,,,,,,-1,-1,0,0,1,15.67,1781,1794,14,8,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2025.12.29 232949 (2).aoe2record,6,-4,15,0,0,-17,-12,0,-60,-95,62,0,28,7,-52,109,-89,0,2.11,4.469999999999999,0.7799999999999994,,0.5999999999999996,3.039999999999999,0.9700000000000006,-0.34999999999999787,,11.27,,,-12.709999999999999,,,,,,,10.79,,-7.289999999999999,,-6.31,,,,,,,,,,11.950000000000001,,,,,,,,,,,,,,1,-1,-1,0,0,34.12,1745,1804,16,25,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2025.12.31 193519 (1).aoe2record,2,-2,-6,0,0,4,20,0,-63,-168,-231,0,19,-2,-578,-42,92,0,1.040000000000001,-10.099999999999998,0.33999999999999986,0.40000000000000036,1.25,1.2199999999999989,0.20000000000000018,1.1099999999999994,,,,,-13.53,,,,,,,,,,,0.17999999999999972,,,,,,,,,,1.3200000000000003,1.0800000000000018,,,,,,,,,,,,,0,0,0,0,0,28.64,1817,1875,51,17,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.12 171939 (1).aoe2record,2,0,31,-20,0,-6,35,-56,-296,-244,-162,-377,-49,-2,-190,4,-803,0,0.0,-3.049999999999999,0.23999999999999932,0.33000000000000007,4.619999999999999,0.9700000000000024,0.27000000000000046,0.3200000000000003,4.770000000000003,-18.380000000000003,-5.799999999999997,,-7.5699999999999985,,,0.379999999999999,,,,6.91,,6.909999999999997,,1.3599999999999994,2.1000000000000014,1.6000000000000014,,,,,18.459999999999997,3.799999999999997,,1.3000000000000007,1.6799999999999997,5.079999999999998,,,,,-0.020000000000003126,,,,,,4.960000000000001,0,1,-2,0,1,44.93,1861,2017,9,25,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.12 175618 (2).aoe2record,-2,4,-57,23,3,-11,-90,-107,-6,54,-227,409,50,-4,649,7,-111,0,-2.8000000000000007,0.7900000000000009,-2.0200000000000005,,-0.16999999999999993,3.66,-0.1900000000000004,1.259999999999998,-4.75,24.18,5.810000000000002,,-14.879999999999999,1.3200000000000003,,0.5199999999999996,,,,-14.980000000000004,-3.9100000000000037,14.439999999999998,,-6.510000000000001,1.9699999999999989,-6.819999999999997,8.0,15.7,19.259999999999998,,,,,2.58,0.8600000000000065,-2.539999999999999,23.129999999999995,,,,,,,,,,-5.059999999999995,-27,10,-3,0,0,73.82,1982,1852,3,50,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.13 005814 (1).aoe2record,0,0,9,0,0,3,5,119,-303,-208,-252,25,-83,0,-621,-237,53,0,-0.75,4.5,-0.9300000000000006,,-1.33,-2.6899999999999995,-0.5899999999999999,-1.6700000000000017,-1.6300000000000026,2.700000000000001,,,12.479999999999999,,,,,,,16.419999999999995,-4.899999999999999,,,0.7699999999999996,,,,,,,,,,-1.8499999999999996,-10.309999999999999,-1.8999999999999986,,,,,,,,,,,-1.8500000000000014,7,-9,-3,0,0,44.93,1842,1851,19,51,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.13 204139 (2).aoe2record,-2,-3,33,-49,0,-5,34,-81,107,283,491,-248,-6,-7,553,183,-33,0,-2.09,12.02,0.5800000000000001,,6.109999999999999,4.609999999999999,-0.009999999999999787,0.8200000000000003,6.440000000000001,20.32,10.39,,-31.4,,,12.479999999999997,,,,10.400000000000002,,,,6.12,1.6099999999999994,-0.3299999999999983,,,,,,,,6.790000000000001,18.519999999999996,8.949999999999996,,,,,,,,,,,2.8400000000000034,-5,6,5,1,0,48.7,1836,1858,36,16,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.13 214621 (2).aoe2record,2,8,-53,22,5,5,-10,-28,52,181,-43,78,38,1,610,-149,-34,0,1.6099999999999994,4.780000000000001,-2.34,,-7.240000000000002,0.7399999999999984,-0.020000000000000462,1.4199999999999982,-1.1899999999999977,,,,0.8099999999999987,,,,,,,3.8200000000000003,,3.6499999999999986,,0.009999999999999787,,,,,,,,,,3.9800000000000004,-6.239999999999998,-4.339999999999996,,,,,,,,,,,,7,-6,-1,-1,0,47.58,1802,1857,25,22,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.14 003839 (1).aoe2record,-1,-10,41,0,0,1,2,0,0,-81,4,0,-7,0,-131,13,0,0,0.5,,0.34999999999999964,0.02999999999999936,-0.46999999999999886,-1.370000000000001,0.020000000000000462,-1.1399999999999988,,4.09,,,6.729999999999999,,,0.0,,,,,,,,3.5300000000000002,,,,,,,,,,-0.4499999999999993,-1.2800000000000011,,,,,0.019999999999999574,-3.580000000000002,,,,,,,0,0,0,0,0,27.82,2024,2043,51,52,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.14 180600 (2).aoe2record,1,-8,1,51,4,3,13,-33,153,121,549,336,-30,9,1048,28,95,0,-1.2799999999999994,11.190000000000001,-1.3499999999999996,2.0600000000000005,0.9299999999999997,0.23999999999999844,1.0099999999999998,-0.2699999999999996,2.990000000000002,-16.9,-17.87,,10.57,10.399999999999999,,-0.9499999999999993,,,,-12.019999999999998,-10.36,-19.25,,-5.54,1.5700000000000003,1.3300000000000054,6.770000000000003,,,,-1.7899999999999991,11.469999999999999,11.120000000000005,-0.14000000000000057,-0.00999999999999801,,,,,3.3599999999999994,13.650000000000002,,,,,,,7,-6,-7,0,0,57.31,1804,1870,6,8,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.16 164224 (1).aoe2record,6,0,9,0,0,-16,-23,0,-56,-784,-261,0,31,6,-766,-102,-280,0,-5.17,0.5700000000000003,2.0500000000000007,0.7399999999999984,,8.11,0.54,-1.0,,,,,1.1999999999999993,,,,,,,,,,,0.7400000000000002,,,,,,,,,,,,,,,,-1.5399999999999991,,,,,,,,0,-1,-1,0,1,28.26,1883,1695,34,12,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.16 170252 (1).aoe2record,2,3,-1,56,0,-2,-40,-237,-316,-77,-225,-314,-190,-18,-209,-25,-608,0,-5.23,-8.120000000000001,0.10999999999999943,-0.049999999999998934,-8.2,-1.7100000000000009,-0.0600000000000005,0.3999999999999986,2.460000000000001,,,,,,,,,,,-9.510000000000002,0.8500000000000014,-12.14,,-0.03000000000000025,-1.5700000000000003,17.2,,4.57,15.61,,15.850000000000001,-19.759999999999998,-19.190000000000005,-4.77,,,,,,,5.559999999999999,,,,,,-5.530000000000001,-5,3,-5,1,2,60.08,1859,1599,42,53,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.16 180250 (2).aoe2record,-2,-4,-25,-25,0,8,9,19,220,98,179,-135,-41,9,649,87,-48,0,-1.79,7.690000000000001,-1.1799999999999997,,-0.23999999999999844,4.749999999999998,1.2999999999999998,-0.48999999999999844,0.5200000000000031,-5.18,,,8.68,4.289999999999999,-3.9200000000000017,,,,,13.220000000000002,2.1599999999999966,-13.189999999999998,,1.08,-5.509999999999998,12.010000000000005,,-14.54,-11.630000000000003,,,,,23.67,18.699999999999996,,-5.080000000000002,,,,,,,,,,9.200000000000003,-4,0,6,0,0,57.59,1790,1818,21,3,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.29 130736 (2).aoe2record,2,7,1,-3,0,11,17,-28,449,820,1284,168,174,0,1923,634,-6,0,1.9399999999999995,15.04,,-0.7999999999999989,-28.57,-1.1600000000000001,-0.9299999999999997,0.8000000000000007,0.6400000000000006,0.3100000000000023,,,-16.040000000000003,,,1.2100000000000009,,,,-14.249999999999996,,,,-1.0700000000000003,,,,,,,,,,-20.35,-20.12,,,,,-15.879999999999999,8.8,,,,,,,-1,0,3,0,0,44.72,1723,1815,28,14,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.29 185956 (2).aoe2record,9,-8,-5,0,6,7,-4,0,135,522,-66,0,44,-6,549,64,-52,0,0.0,,-4.329999999999999,,1.5099999999999998,-0.9900000000000002,0.7799999999999994,,,0.0400000000000027,,,,,,,,,,,,,,0.7700000000000005,,,,,,,,,,-0.23000000000000043,,,,,,,,,,,,,,0,-1,0,0,-1,25.96,1785,1830,32,11,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.103.31214.0 @2026.01.29 193829 (2).aoe2record,-2,-3,9,0,-2,-8,34,0,25,-18,38,0,-14,4,151,-49,-55,0,-0.040000000000000924,0.6699999999999999,3.5200000000000005,,0.10999999999999943,0.02999999999999936,-0.05999999999999961,-2.0700000000000003,,-5.43,,,2.2699999999999996,2.0700000000000003,,4.530000000000001,,,,,,,,-5.48,,,,,,,,,,0.41999999999999993,-2.2200000000000024,,,,,,,,,,,,,0,-1,-1,0,0,29.36,2201,1844,6,5,1
